/home/wshong/anaconda3/envs/torch110/bin/python /home/wshong/Documents/PycharmProjects/network/main.py 
87969 4775 87969
/home/wshong/anaconda3/envs/torch110/lib/python3.9/site-packages/torch/nn/functional.py:1806: UserWarning: nn.functional.sigmoid is deprecated. Use torch.sigmoid instead.
  warnings.warn("nn.functional.sigmoid is deprecated. Use torch.sigmoid instead.")
/home/wshong/Documents/PycharmProjects/network/main.py:95: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  y = torch.tensor(y)
lr=0.001000Epoch [1/1000], Loss: 1.672485,acc:0.001885
lr=0.001000Epoch [2/1000], Loss: 1.121453,acc:0.061152
lr=0.001000Epoch [3/1000], Loss: 0.983987,acc:0.215707
lr=0.001000Epoch [4/1000], Loss: 0.882898,acc:0.328586
lr=0.001000Epoch [5/1000], Loss: 0.793656,acc:0.400628
lr=0.001000Epoch [6/1000], Loss: 0.704438,acc:0.508063
lr=0.001000Epoch [7/1000], Loss: 0.614120,acc:0.618639
lr=0.001000Epoch [8/1000], Loss: 0.530408,acc:0.696963
lr=0.001000Epoch [9/1000], Loss: 0.457966,acc:0.814660
lr=0.001000Epoch [10/1000], Loss: 0.396840,acc:0.828482
lr=0.001000Epoch [11/1000], Loss: 0.345024,acc:0.870995
lr=0.001000Epoch [12/1000], Loss: 0.299228,acc:0.900314
lr=0.001000Epoch [13/1000], Loss: 0.260553,acc:0.902618
lr=0.001000Epoch [14/1000], Loss: 0.232740,acc:0.935916
lr=0.001000Epoch [15/1000], Loss: 0.205816,acc:0.930890
lr=0.001000Epoch [16/1000], Loss: 0.185674,acc:0.926702
lr=0.001000Epoch [17/1000], Loss: 0.167722,acc:0.947225
lr=0.001000Epoch [18/1000], Loss: 0.154192,acc:0.945759
lr=0.001000Epoch [19/1000], Loss: 0.143592,acc:0.949948
lr=0.001000Epoch [20/1000], Loss: 0.132647,acc:0.952461
lr=0.001000Epoch [21/1000], Loss: 0.123541,acc:0.952251
lr=0.001000Epoch [22/1000], Loss: 0.118839,acc:0.956649
lr=0.001000Epoch [23/1000], Loss: 0.110224,acc:0.963770
lr=0.001000Epoch [24/1000], Loss: 0.104490,acc:0.962304
lr=0.001000Epoch [25/1000], Loss: 0.103052,acc:0.962304
lr=0.001000Epoch [26/1000], Loss: 0.097717,acc:0.965026
lr=0.001000Epoch [27/1000], Loss: 0.090723,acc:0.964817
lr=0.001000Epoch [28/1000], Loss: 0.088773,acc:0.953298
lr=0.001000Epoch [29/1000], Loss: 0.087063,acc:0.967539
lr=0.001000Epoch [30/1000], Loss: 0.081605,acc:0.965864
lr=0.001000Epoch [31/1000], Loss: 0.081370,acc:0.968377
lr=0.001000Epoch [32/1000], Loss: 0.073618,acc:0.966492
lr=0.001000Epoch [33/1000], Loss: 0.070992,acc:0.969005
lr=0.001000Epoch [34/1000], Loss: 0.072098,acc:0.967958
lr=0.001000Epoch [35/1000], Loss: 0.073501,acc:0.966492
lr=0.001000Epoch [36/1000], Loss: 0.071243,acc:0.973194
lr=0.001000Epoch [37/1000], Loss: 0.061546,acc:0.969005
lr=0.001000Epoch [38/1000], Loss: 0.056868,acc:0.971099
lr=0.001000Epoch [39/1000], Loss: 0.064938,acc:0.972984
lr=0.001000Epoch [40/1000], Loss: 0.063596,acc:0.978010
